X1,X2,X3,X4,X5,X6,X7,X8
03856KHSV,2021-03-04T04:02:00Z,0.05,N,254,3,237,4
03856KHSV,2021-03-04T04:03:00Z,0.05,N,242,3,236,4
03856KHSV,2021-03-04T04:04:00Z,0.05,N,249,3,247,3
03856KHSV,2021-03-04T04:05:00Z,0.05,N,263,2,264,3
03856KHSV,2021-03-04T04:06:00Z,0.05,N,262,2,261,3
03856KHSV,2021-03-04T04:07:00Z,0.05,N,260,2,257,3
03856KHSV,2021-03-04T04:08:00Z,0.05,N,260,2,260,3
03856KHSV,2021-03-04T04:09:00Z,0.05,N,257,2,260,3
03856KHSV,2021-03-04T04:10:00Z,0.05,N,258,3,260,3
03856KHSV,2021-03-04T04:11:00Z,0.05,N,261,3,261,4
03856KHSV,2021-03-04T04:12:00Z,0.05,N,261,4,262,4
03856KHSV,2021-03-04T04:13:00Z,0.05,N,261,3,261,3
03856KHSV,2021-03-04T04:14:00Z,0.05,N,260,3,265,3
03856KHSV,2021-03-04T04:15:00Z,0.05,N,262,3,263,3
03856KHSV,2021-03-04T04:16:00Z,0.05,N,266,2,270,3
03856KHSV,2021-03-04T04:17:00Z,0.05,N,268,2,269,3
03856KHSV,2021-03-04T04:18:00Z,0.05,N,273,2,274,2
03856KHSV,2021-03-04T04:19:00Z,0.05,N,282,2,284,2
03856KHSV,2021-03-04T04:20:00Z,0.05,N,295,2,290,2
03856KHSV,2021-03-04T04:21:00Z,0.05,N,304,2,304,2
03856KHSV,2021-03-04T04:22:00Z,0.05,N,308,2,301,2
03856KHSV,2021-03-04T04:23:00Z,0.05,N,321,2,325,2
03856KHSV,2021-03-04T04:24:00Z,0.05,N,325,2,316,2
03856KHSV,2021-03-04T04:25:00Z,0.05,N,319,2,319,2
03856KHSV,2021-03-04T04:26:00Z,0.05,N,316,2,316,2
03856KHSV,2021-03-04T04:27:00Z,0.05,N,316,2,321,2
03856KHSV,2021-03-04T04:28:00Z,0.05,N,321,2,325,3
03856KHSV,2021-03-04T04:29:00Z,0.05,N,326,2,323,2
03856KHSV,2021-03-04T04:30:00Z,0.05,N,326,2,318,3
03856KHSV,2021-03-04T04:31:00Z,0.05,N,329,2,332,3
03856KHSV,2021-03-04T04:32:00Z,0.05,N,337,2,349,2
03856KHSV,2021-03-04T04:33:00Z,0.05,N,339,2,334,2
03856KHSV,2021-03-04T04:34:00Z,0.05,N,338,2,343,2
03856KHSV,2021-03-04T04:35:00Z,0.05,N,338,2,334,2
03856KHSV,2021-03-04T04:36:00Z,0.05,N,334,2,332,2
03856KHSV,2021-03-04T04:37:00Z,0.05,N,333,2,331,2
03856KHSV,2021-03-04T04:38:00Z,0.05,N,331,2,330,2
03856KHSV,2021-03-04T04:39:00Z,0.05,N,329,2,328,2
03856KHSV,2021-03-04T04:40:00Z,0.05,N,328,2,332,2
03856KHSV,2021-03-04T04:41:00Z,0.05,N,328,2,328,2
03856KHSV,2021-03-04T04:42:00Z,0.05,N,328,2,326,2
03856KHSV,2021-03-04T04:43:00Z,0.05,N,328,2,332,2
03856KHSV,2021-03-04T04:44:00Z,0.05,N,330,2,332,2
03856KHSV,2021-03-04T04:45:00Z,0.05,N,332,2,328,2
03856KHSV,2021-03-04T04:46:00Z,0.05,N,333,2,331,2
03856KHSV,2021-03-04T04:47:00Z,0.05,N,333,2,333,2
03856KHSV,2021-03-04T04:48:00Z,0.05,N,332,2,329,2
03856KHSV,2021-03-04T04:49:00Z,0.05,N,331,2,326,2
03856KHSV,2021-03-04T04:50:00Z,0.05,N,329,2,330,2
03856KHSV,2021-03-04T04:51:00Z,0.05,N,325,1,325,2
03856KHSV,2021-03-04T04:52:00Z,0.05,N,324,1,329,2
03856KHSV,2021-03-04T04:53:00Z,0.05,N,327,2,327,2
03856KHSV,2021-03-04T04:54:00Z,0.05,N,329,2,327,2
03856KHSV,2021-03-04T04:55:00Z,0.05,N,325,2,324,2
03856KHSV,2021-03-04T04:56:00Z,0.05,N,320,2,319,2
03856KHSV,2021-03-04T04:57:00Z,0.05,N,312,2,304,2
03856KHSV,2021-03-04T04:58:00Z,0.05,N,302,2,301,2
03856KHSV,2021-03-04T04:59:00Z,0.05,N,293,2,293,2
03856KHSV,2021-03-04T05:00:00Z,0.05,N,293,2,308,2
03856KHSV,2021-03-04T05:01:00Z,0.05,N,299,2,308,2
03856KHSV,2021-03-04T05:02:00Z,0.05,N,302,2,315,2
03856KHSV,2021-03-04T05:03:00Z,0.05,N,298,2,296,2
03856KHSV,2021-03-04T05:04:00Z,0.05,N,288,1,296,2
03856KHSV,2021-03-04T05:05:00Z,0.05,N,282,1,285,2
03856KHSV,2021-03-04T05:06:00Z,0.05,N,282,1,288,2
03856KHSV,2021-03-04T05:07:00Z,0.05,N,287,2,283,2
03856KHSV,2021-03-04T05:08:00Z,0.05,N,292,2,292,2
03856KHSV,2021-03-04T05:09:00Z,0.05,N,285,2,284,2
03856KHSV,2021-03-04T05:10:00Z,0.05,N,270,2,264,2
03856KHSV,2021-03-04T05:11:00Z,0.05,N,266,2,273,2
03856KHSV,2021-03-04T05:12:00Z,0.05,N,269,1,270,2
03856KHSV,2021-03-04T05:13:00Z,0.05,N,268,2,266,2
03856KHSV,2021-03-04T05:14:00Z,0.05,N,269,2,270,2
03856KHSV,2021-03-04T05:15:00Z,0.05,N,270,2,271,2
03856KHSV,2021-03-04T05:16:00Z,0.05,N,269,2,265,2
03856KHSV,2021-03-04T05:17:00Z,0.05,N,265,2,262,3
03856KHSV,2021-03-04T05:18:00Z,0.05,N,265,2,266,3
03856KHSV,2021-03-04T05:19:00Z,0.05,N,269,2,277,3
03856KHSV,2021-03-04T05:20:00Z,0.05,N,275,2,270,3
03856KHSV,2021-03-04T05:21:00Z,0.05,N,282,2,280,2
03856KHSV,2021-03-04T05:22:00Z,0.05,N,282,2,281,2
03856KHSV,2021-03-04T05:23:00Z,0.05,N,283,2,284,2
03856KHSV,2021-03-04T05:24:00Z,0.05,N,283,2,283,2
03856KHSV,2021-03-04T05:25:00Z,0.05,N,282,2,277,3
03856KHSV,2021-03-04T05:26:00Z,0.05,N,278,3,277,3
03856KHSV,2021-03-04T05:27:00Z,0.05,N,276,3,278,3
03856KHSV,2021-03-04T05:28:00Z,0.05,N,278,3,279,3
03856KHSV,2021-03-04T05:29:00Z,0.05,N,278,3,275,3
03856KHSV,2021-03-04T05:30:00Z,0.05,N,277,3,277,3
03856KHSV,2021-03-04T05:31:00Z,0.05,N,278,3,278,4
03856KHSV,2021-03-04T05:32:00Z,0.05,N,277,4,273,4
03856KHSV,2021-03-04T05:33:00Z,0.05,N,273,4,271,4
03856KHSV,2021-03-04T05:34:00Z,0.05,N,270,5,268,6
03856KHSV,2021-03-04T05:35:00Z,0.05,N,274,5,278,5
03856KHSV,2021-03-04T05:36:00Z,0.05,N,282,4,277,4
03856KHSV,2021-03-04T05:37:00Z,0.05,N,292,3,301,3
03856KHSV,2021-03-04T05:38:00Z,0.05,N,295,3,291,3
03856KHSV,2021-03-04T05:39:00Z,0.05,N,290,3,287,3
03856KHSV,2021-03-04T05:40:00Z,0.05,N,287,3,265,3
03856KHSV,2021-03-04T05:41:00Z,0.05,N,280,3,281,3
03856KHSV,2021-03-04T05:42:00Z,0.05,N,283,2,294,3
03856KHSV,2021-03-04T05:43:00Z,0.05,N,291,3,300,4
03856KHSV,2021-03-04T05:44:00Z,0.05,N,290,3,288,4
03856KHSV,2021-03-04T05:45:00Z,0.05,N,299,3,308,4
03856KHSV,2021-03-04T05:46:00Z,0.05,N,304,4,298,4
03856KHSV,2021-03-04T05:47:00Z,0.05,N,303,4,306,4
03856KHSV,2021-03-04T05:48:00Z,0.05,N,309,4,317,4
03856KHSV,2021-03-04T05:49:00Z,0.05,N,315,4,320,4
03856KHSV,2021-03-04T05:50:00Z,0.05,N,319,4,319,5
03856KHSV,2021-03-04T05:51:00Z,0.05,N,318,4,319,5
03856KHSV,2021-03-04T05:52:00Z,0.05,N,316,4,317,4
03856KHSV,2021-03-04T05:53:00Z,0.05,N,318,4,317,4
03856KHSV,2021-03-04T05:54:00Z,0.05,N,324,4,326,5
03856KHSV,2021-03-04T05:55:00Z,0.05,N,327,4,331,5
03856KHSV,2021-03-04T05:56:00Z,0.05,N,329,4,330,5
03856KHSV,2021-03-04T05:57:00Z,0.05,N,330,4,331,5
03856KHSV,2021-03-04T05:58:00Z,0.05,N,325,4,326,4
03856KHSV,2021-03-04T05:59:00Z,0.05,N,313,4,307,4
03856KHSV,2021-03-04T06:00:00Z,0.05,N,307,3,308,4
03856KHSV,2021-03-04T06:01:00Z,0.05,N,312,3,317,3
03856KHSV,2021-03-04T06:02:00Z,0.05,N,311,3,314,3
03856KHSV,2021-03-04T06:03:00Z,0.05,N,314,3,320,3
03856KHSV,2021-03-04T06:04:00Z,0.05,N,319,3,321,3
03856KHSV,2021-03-04T06:05:00Z,0.05,N,317,3,320,3
03856KHSV,2021-03-04T06:06:00Z,0.05,N,318,3,318,3
03856KHSV,2021-03-04T06:07:00Z,0.05,N,320,3,321,3
03856KHSV,2021-03-04T06:08:00Z,0.05,N,321,3,322,3
03856KHSV,2021-03-04T06:09:00Z,0.05,N,320,2,323,3
03856KHSV,2021-03-04T06:10:00Z,0.05,N,298,2,281,3
03856KHSV,2021-03-04T06:11:00Z,0.05,N,295,2,318,3
03856KHSV,2021-03-04T06:12:00Z,0.05,N,313,2,320,3
03856KHSV,2021-03-04T06:13:00Z,0.05,N,313,2,313,3
03856KHSV,2021-03-04T06:14:00Z,0.05,N,317,2,316,3
03856KHSV,2021-03-04T06:15:00Z,0.05,N,322,2,324,2
03856KHSV,2021-03-04T06:16:00Z,0.05,N,323,2,321,3
03856KHSV,2021-03-04T06:17:00Z,0.05,N,322,2,320,3
03856KHSV,2021-03-04T06:18:00Z,0.05,N,319,3,320,3
03856KHSV,2021-03-04T06:19:00Z,0.05,N,320,3,322,3
03856KHSV,2021-03-04T06:20:00Z,0.05,N,323,3,322,3
03856KHSV,2021-03-04T06:21:00Z,0.05,N,325,3,327,3
03856KHSV,2021-03-04T06:22:00Z,0.05,N,322,2,319,3
03856KHSV,2021-03-04T06:23:00Z,0.05,N,317,2,316,2
03856KHSV,2021-03-04T06:24:00Z,0.05,N,314,2,311,2
03856KHSV,2021-03-04T06:25:00Z,0.05,N,313,2,311,2
03856KHSV,2021-03-04T06:26:00Z,0.05,N,313,2,310,2
03856KHSV,2021-03-04T06:27:00Z,0.05,N,313,2,316,2
03856KHSV,2021-03-04T06:28:00Z,0.05,N,315,2,313,2
03856KHSV,2021-03-04T06:29:00Z,0.05,N,311,2,300,2
03856KHSV,2021-03-04T06:30:00Z,0.05,N,301,2,294,2
03856KHSV,2021-03-04T06:31:00Z,0.05,N,293,2,290,2
03856KHSV,2021-03-04T06:32:00Z,0.05,N,290,2,289,3
03856KHSV,2021-03-04T06:33:00Z,0.05,N,290,2,293,3
03856KHSV,2021-03-04T06:34:00Z,0.05,N,293,2,293,3
03856KHSV,2021-03-04T06:35:00Z,0.05,N,295,2,295,3
03856KHSV,2021-03-04T06:36:00Z,0.05,N,300,2,304,2
03856KHSV,2021-03-04T06:37:00Z,0.05,N,309,2,315,2
03856KHSV,2021-03-04T06:38:00Z,0.05,N,316,2,320,2
03856KHSV,2021-03-04T06:39:00Z,0.05,N,321,2,319,2
03856KHSV,2021-03-04T06:40:00Z,0.05,N,324,2,324,2
03856KHSV,2021-03-04T06:41:00Z,0.05,N,323,1,323,1
03856KHSV,2021-03-04T06:42:00Z,0.05,N,323,1,326,1
03856KHSV,2021-03-04T06:43:00Z,0.05,N,331,1,326,1
03856KHSV,2021-03-04T06:44:00Z,0.05,N,341,1,331,1
03856KHSV,2021-03-04T06:45:00Z,0.05,N,340,1,340,1
03856KHSV,2021-03-04T06:46:00Z,0.05,N,336,1,324,1
03856KHSV,2021-03-04T06:47:00Z,0.05,N,328,1,318,1
03856KHSV,2021-03-04T06:48:00Z,0.05,N,324,1,331,1
03856KHSV,2021-03-04T06:49:00Z,0.05,N,334,1,342,2
03856KHSV,2021-03-04T06:50:00Z,0.05,N,339,1,340,2
03856KHSV,2021-03-04T06:51:00Z,0.05,N,342,1,350,2
03856KHSV,2021-03-04T06:52:00Z,0.05,N,328,1,326,1
03856KHSV,2021-03-04T06:53:00Z,0.05,N,303,1,293,2
03856KHSV,2021-03-04T06:54:00Z,0.05,N,293,1,288,2
03856KHSV,2021-03-04T06:55:00Z,0.05,N,286,1,290,1
03856KHSV,2021-03-04T06:56:00Z,0.05,N,283,1,280,1
03856KHSV,2021-03-04T06:57:00Z,0.05,N,280,1,274,1
03856KHSV,2021-03-04T06:58:00Z,0.05,N,291,1,302,1
03856KHSV,2021-03-04T06:59:00Z,0.05,N,298,1,290,2
03856KHSV,2021-03-04T07:00:00Z,0.05,N,293,1,297,2
03856KHSV,2021-03-04T07:01:00Z,0.05,N,294,1,291,2
03856KHSV,2021-03-04T07:02:00Z,0.05,N,290,2,289,2
03856KHSV,2021-03-04T07:03:00Z,0.05,N,281,2,270,2
03856KHSV,2021-03-04T07:04:00Z,0.05,N,273,2,273,3
03856KHSV,2021-03-04T07:05:00Z,0.05,N,273,2,273,2
03856KHSV,2021-03-04T07:06:00Z,0.05,N,272,2,267,2
03856KHSV,2021-03-04T07:07:00Z,0.05,N,268,2,261,2
03856KHSV,2021-03-04T07:08:00Z,0.05,N,261,2,251,2
03856KHSV,2021-03-04T07:09:00Z,0.05,N,254,2,250,2
03856KHSV,2021-03-04T07:10:00Z,0.05,N,253,2,252,2
03856KHSV,2021-03-04T07:11:00Z,0.05,N,249,2,243,2
03856KHSV,2021-03-04T07:12:00Z,0.05,N,243,2,241,2
03856KHSV,2021-03-04T07:13:00Z,0.05,N,242,2,254,2
03856KHSV,2021-03-04T07:14:00Z,0.05,N,252,2,265,2
03856KHSV,2021-03-04T07:15:00Z,0.05,N,257,2,260,2
03856KHSV,2021-03-04T07:16:00Z,0.05,N,258,1,253,2
03856KHSV,2021-03-04T07:17:00Z,0.05,N,260,1,263,1
03856KHSV,2021-03-04T07:18:00Z,0.05,N,265,1,273,2
03856KHSV,2021-03-04T07:19:00Z,0.05,N,276,1,285,2
03856KHSV,2021-03-04T07:20:00Z,0.05,N,278,2,272,2
03856KHSV,2021-03-04T07:21:00Z,0.05,N,273,2,282,2
03856KHSV,2021-03-04T07:22:00Z,0.05,N,266,2,269,2
03856KHSV,2021-03-04T07:23:00Z,0.05,N,261,2,267,2
03856KHSV,2021-03-04T07:24:00Z,0.05,N,265,2,271,2
03856KHSV,2021-03-04T07:25:00Z,0.05,N,268,2,268,2
03856KHSV,2021-03-04T07:26:00Z,0.05,N,267,2,260,2
03856KHSV,2021-03-04T07:27:00Z,0.05,N,267,2,268,2
03856KHSV,2021-03-04T07:28:00Z,0.05,N,270,2,279,2
03856KHSV,2021-03-04T07:29:00Z,0.05,N,272,2,270,2
03856KHSV,2021-03-04T07:30:00Z,0.05,N,269,2,267,3
03856KHSV,2021-03-04T07:31:00Z,0.05,N,266,3,262,3
03856KHSV,2021-03-04T07:32:00Z,0.05,N,264,3,263,3
03856KHSV,2021-03-04T07:33:00Z,0.05,N,263,3,270,3
03856KHSV,2021-03-04T07:34:00Z,0.05,N,261,2,260,3
03856KHSV,2021-03-04T07:35:00Z,0.05,N,262,2,267,3
03856KHSV,2021-03-04T07:36:00Z,0.05,N,269,2,275,3
03856KHSV,2021-03-04T07:37:00Z,0.05,N,277,2,272,2
03856KHSV,2021-03-04T07:38:00Z,0.05,N,284,2,285,2
03856KHSV,2021-03-04T07:39:00Z,0.05,N,289,2,296,2
03856KHSV,2021-03-04T07:40:00Z,0.05,N,290,2,287,2
03856KHSV,2021-03-04T07:41:00Z,0.05,N,291,2,291,2
03856KHSV,2021-03-04T07:42:00Z,0.05,N,293,2,298,3
03856KHSV,2021-03-04T07:43:00Z,0.05,N,296,2,297,3
03856KHSV,2021-03-04T07:44:00Z,0.05,N,298,2,301,2
03856KHSV,2021-03-04T07:45:00Z,0.05,N,300,2,302,3
03856KHSV,2021-03-04T07:46:00Z,0.05,N,303,2,309,2
03856KHSV,2021-03-04T07:47:00Z,0.05,N,306,2,307,3
03856KHSV,2021-03-04T07:48:00Z,0.05,N,308,2,305,3
03856KHSV,2021-03-04T07:49:00Z,0.05,N,310,3,313,3
03856KHSV,2021-03-04T07:50:00Z,0.05,N,310,3,308,3
03856KHSV,2021-03-04T07:51:00Z,0.05,N,307,3,309,3
03856KHSV,2021-03-04T07:52:00Z,0.05,N,306,3,304,3
03856KHSV,2021-03-04T07:53:00Z,0.05,N,304,3,303,4
03856KHSV,2021-03-04T07:54:00Z,0.05,N,303,3,301,4
03856KHSV,2021-03-04T07:55:00Z,0.05,N,303,3,301,4
03856KHSV,2021-03-04T07:56:00Z,0.05,N,304,3,304,4
03856KHSV,2021-03-04T07:57:00Z,0.05,N,306,3,306,4
03856KHSV,2021-03-04T07:58:00Z,0.05,N,306,4,307,4
03856KHSV,2021-03-04T07:59:00Z,0.05,N,306,4,308,4
03856KHSV,2021-03-04T08:00:00Z,0.05,N,308,3,307,4
03856KHSV,2021-03-04T08:01:00Z,0.05,N,310,3,314,3
03856KHSV,2021-03-04T08:02:00Z,0.05,N,311,3,309,3
03856KHSV,2021-03-04T08:03:00Z,0.05,N,309,3,308,4
03856KHSV,2021-03-04T08:04:00Z,0.05,N,308,3,308,4
03856KHSV,2021-03-04T08:05:00Z,0.05,N,307,4,309,4
03856KHSV,2021-03-04T08:06:00Z,0.05,N,307,3,309,4
03856KHSV,2021-03-04T08:07:00Z,0.05,N,305,3,304,3
03856KHSV,2021-03-04T08:08:00Z,0.05,N,304,3,302,4
03856KHSV,2021-03-04T08:09:00Z,0.05,N,307,3,304,3
03856KHSV,2021-03-04T08:10:00Z,0.05,N,312,3,316,3
03856KHSV,2021-03-04T08:11:00Z,0.05,N,314,3,310,3
03856KHSV,2021-03-04T08:12:00Z,0.05,N,310,3,306,3
03856KHSV,2021-03-04T08:13:00Z,0.05,N,308,3,307,3
03856KHSV,2021-03-04T08:14:00Z,0.05,N,309,3,310,3
03856KHSV,2021-03-04T08:15:00Z,0.05,N,310,3,311,3
03856KHSV,2021-03-04T08:16:00Z,0.05,N,312,2,311,3
03856KHSV,2021-03-04T08:17:00Z,0.05,N,315,2,319,2
03856KHSV,2021-03-04T08:18:00Z,0.05,N,320,2,327,2
03856KHSV,2021-03-04T08:19:00Z,0.051,N,320,2,322,2
03856KHSV,2021-03-04T08:20:00Z,0.05,N,320,2,312,2
03856KHSV,2021-03-04T08:21:00Z,0.05,N,323,2,313,2
03856KHSV,2021-03-04T08:22:00Z,0.05,N,325,2,326,2
03856KHSV,2021-03-04T08:23:00Z,0.05,N,328,2,324,2
03856KHSV,2021-03-04T08:24:00Z,0.05,N,327,2,321,2
03856KHSV,2021-03-04T08:25:00Z,0.05,N,324,2,327,2
03856KHSV,2021-03-04T08:26:00Z,0.05,N,326,2,325,2
03856KHSV,2021-03-04T08:27:00Z,0.05,N,330,2,328,2
03856KHSV,2021-03-04T08:28:00Z,0.05,N,334,2,327,2
03856KHSV,2021-03-04T08:29:00Z,0.05,N,336,1,338,2
03856KHSV,2021-03-04T08:30:00Z,0.05,N,331,1,316,2
03856KHSV,2021-03-04T08:31:00Z,0.05,N,325,2,325,2
03856KHSV,2021-03-04T08:32:00Z,0.05,N,320,2,317,2
03856KHSV,2021-03-04T08:33:00Z,0.05,N,317,2,317,2
03856KHSV,2021-03-04T08:34:00Z,0.05,N,318,2,319,2
03856KHSV,2021-03-04T08:35:00Z,0.05,N,316,2,310,2
03856KHSV,2021-03-04T08:36:00Z,0.05,N,314,2,308,2
03856KHSV,2021-03-04T08:37:00Z,0.05,N,318,2,323,2
03856KHSV,2021-03-04T08:38:00Z,0.05,N,322,2,318,2
03856KHSV,2021-03-04T08:39:00Z,0.05,N,324,2,330,2
03856KHSV,2021-03-04T08:40:00Z,0.05,N,326,2,331,2
03856KHSV,2021-03-04T08:41:00Z,0.05,N,325,1,325,2
03856KHSV,2021-03-04T08:42:00Z,0.05,N,325,1,327,2
03856KHSV,2021-03-04T08:43:00Z,0.05,N,330,1,327,2
03856KHSV,2021-03-04T08:44:00Z,0.05,N,335,1,330,1
03856KHSV,2021-03-04T08:45:00Z,0.05,N,339,1,336,1
03856KHSV,2021-03-04T08:46:00Z,0.05,N,340,1,338,1
03856KHSV,2021-03-04T08:47:00Z,0.05,N,339,1,337,1
03856KHSV,2021-03-04T08:48:00Z,0.05,N,341,1,342,1
03856KHSV,2021-03-04T08:49:00Z,0.05,N,349,1,355,1
03856KHSV,2021-03-04T08:50:00Z,0.05,N,352,0,352,1
03856KHSV,2021-03-04T08:51:00Z,0.05,N,348,1,346,1
03856KHSV,2021-03-04T08:52:00Z,0.051,N,345,1,333,1
03856KHSV,2021-03-04T08:53:00Z,0.051,N,344,1,346,1
03856KHSV,2021-03-04T08:54:00Z,0.051,N,344,1,341,1
03856KHSV,2021-03-04T08:55:00Z,0.05,N,346,1,336,1
03856KHSV,2021-03-04T08:56:00Z,0.05,N,6,0,34,1
03856KHSV,2021-03-04T08:57:00Z,0.05,N,33,0,50,1
03856KHSV,2021-03-04T08:58:00Z,0.05,N,45,1,58,1
03856KHSV,2021-03-04T08:59:00Z,0.05,N,59,1,70,1
03856KHSV,2021-03-04T09:00:00Z,0.05,N,59,1,35,1
03856KHSV,2021-03-04T09:01:00Z,0.05,N,41,1,38,1
03856KHSV,2021-03-04T09:02:00Z,0.05,N,18,1,347,1
03856KHSV,2021-03-04T09:03:00Z,0.05,N,4,1,1,1
03856KHSV,2021-03-04T09:04:00Z,0.05,N,1,1,353,1
03856KHSV,2021-03-04T09:05:00Z,0.05,N,353,1,338,1
03856KHSV,2021-03-04T09:06:00Z,0.05,N,340,1,333,1
03856KHSV,2021-03-04T09:07:00Z,0.05,N,332,1,332,1
03856KHSV,2021-03-04T09:08:00Z,,0.050][N],329,1,332,1
03856KHSV,2021-03-04T09:09:00Z,,0.050][N],325,1,322,1
03856KHSV,2021-03-04T09:10:00Z,,0.050][N],323,1,327,1
03856KHSV,2021-03-04T09:11:00Z,,0.050][N],325,1,329,1
03856KHSV,2021-03-04T09:12:00Z,,0.050][N],329,1,329,2
03856KHSV,2021-03-04T09:13:00Z,,0.050][N],330,1,327,2
03856KHSV,2021-03-04T09:14:00Z,,0.050][N],326,1,333,1
03856KHSV,2021-03-04T09:15:00Z,,0.051][N],322,1,355,1
03856KHSV,2021-03-04T09:16:00Z,,0.051][N],322,1,338,1
03856KHSV,2021-03-04T09:17:00Z,,0.051][N],322,1,329,1
03856KHSV,2021-03-04T09:18:00Z,,0.051][N],322,1,328,1
03856KHSV,2021-03-04T09:19:00Z,,0.050][N],319,1,316,1
03856KHSV,2021-03-04T09:20:00Z,,0.051][N],304,1,305,1
03856KHSV,2021-03-04T09:21:00Z,,0.051][N],285,1,283,1
03856KHSV,2021-03-04T09:22:00Z,,0.052][N],271,1,275,1
03856KHSV,2021-03-04T09:23:00Z,,0.051][N],266,1,253,1
03856KHSV,2021-03-04T09:24:00Z,,0.051][N],256,1,242,1
03856KHSV,2021-03-04T09:25:00Z,,0.051][N],241,1,250,1
03856KHSV,2021-03-04T09:26:00Z,,0.051][N],247,1,253,1
03856KHSV,2021-03-04T09:27:00Z,,0.051][N],260,1,262,1
03856KHSV,2021-03-04T09:28:00Z,,0.051][N],263,1,288,1
03856KHSV,2021-03-04T09:29:00Z,,0.051][N],266,1,265,1
03856KHSV,2021-03-04T09:30:00Z,,0.051][N],263,1,265,1
03856KHSV,2021-03-04T09:31:00Z,,0.050][N],262,1,261,2
03856KHSV,2021-03-04T09:32:00Z,,0.050][N],260,1,255,2
03856KHSV,2021-03-04T09:33:00Z,,0.052][N],254,1,251,2
03856KHSV,2021-03-04T09:34:00Z,,0.051][N],251,2,262,2
03856KHSV,2021-03-04T09:35:00Z,,0.052][N],250,1,255,2
03856KHSV,2021-03-04T09:36:00Z,,0.052][N],246,1,249,1
03856KHSV,2021-03-04T09:37:00Z,,0.053][N],243,1,245,1
03856KHSV,2021-03-04T09:38:00Z,,0.052][N],243,1,242,2
03856KHSV,2021-03-04T09:39:00Z,,0.052][N],241,1,238,2
03856KHSV,2021-03-04T09:40:00Z,,0.052][N],239,1,239,2
03856KHSV,2021-03-04T09:41:00Z,,0.052][N],240,2,243,2
03856KHSV,2021-03-04T09:42:00Z,,0.052][N],245,2,248,2
03856KHSV,2021-03-04T09:43:00Z,,0.051][N],249,2,250,2
03856KHSV,2021-03-04T09:44:00Z,,0.051][N],251,1,251,2
03856KHSV,2021-03-04T09:45:00Z,,0.052][N],252,1,254,1
03856KHSV,2021-03-04T09:46:00Z,,0.052][N],255,1,257,1
03856KHSV,2021-03-04T09:47:00Z,,0.051][N],254,1,251,1
03856KHSV,2021-03-04T09:48:00Z,,0.054][N],253,1,252,1
03856KHSV,2021-03-04T09:49:00Z,,0.052][N],252,1,250,2
03856KHSV,2021-03-04T09:50:00Z,,0.052][N],246,1,242,2
03856KHSV,2021-03-04T09:51:00Z,,0.054][N],237,2,228,2
03856KHSV,2021-03-04T09:52:00Z,,0.055][N],231,2,232,2
03856KHSV,2021-03-04T09:53:00Z,,0.055][N],231,2,229,2
03856KHSV,2021-03-04T09:54:00Z,,0.056][N],228,2,223,2
03856KHSV,2021-03-04T09:55:00Z,,0.055][N],222,2,220,2
03856KHSV,2021-03-04T09:56:00Z,,0.053][N],219,2,219,2
03856KHSV,2021-03-04T09:57:00Z,,0.052][N],219,2,225,2
03856KHSV,2021-03-04T09:58:00Z,,0.052][N],219,2,215,2
03856KHSV,2021-03-04T09:59:00Z,,0.053][N],217,2,218,2
03856KHSV,2021-03-04T10:00:00Z,,0.054][N],218,2,218,2
03856KHSV,2021-03-04T10:01:00Z,,0.056][N],216,2,214,2
03856KHSV,2021-03-04T10:02:00Z,,0.060][N],212,2,210,2
03856KHSV,2021-03-04T10:03:00Z,,0.065][N],210,2,211,2
03856KHSV,2021-03-04T10:04:00Z,,0.072][N],213,2,215,2
03856KHSV,2021-03-04T10:05:00Z,,0.078][N],220,2,221,2
03856KHSV,2021-03-04T10:06:00Z,,0.077][N],224,2,221,2
03856KHSV,2021-03-04T10:07:00Z,,0.082][N],223,2,224,2
03856KHSV,2021-03-04T10:08:00Z,,0.085][N],219,2,219,2
03856KHSV,2021-03-04T10:09:00Z,,0.083][N],219,2,223,2
03856KHSV,2021-03-04T10:10:00Z,,0.078][N],223,2,226,2
03856KHSV,2021-03-04T10:11:00Z,,0.077][N],227,2,228,2
03856KHSV,2021-03-04T10:12:00Z,,0.072][N],233,2,237,2
03856KHSV,2021-03-04T10:13:00Z,,0.068][N],234,2,231,2
03856KHSV,2021-03-04T10:14:00Z,,0.075][N],236,1,240,2
03856KHSV,2021-03-04T10:15:00Z,,0.071][N],238,1,234,2
03856KHSV,2021-03-04T10:16:00Z,,0.071][N],235,2,232,2
03856KHSV,2021-03-04T10:17:00Z,,0.063][N],231,2,231,2
03856KHSV,2021-03-04T10:18:00Z,,0.063][N],227,2,225,2
03856KHSV,2021-03-04T10:19:00Z,,0.062][N],227,2,226,2
03856KHSV,2021-03-04T10:20:00Z,,0.064][N],225,2,223,2
03856KHSV,2021-03-04T10:21:00Z,,0.062][N],222,1,220,2
03856KHSV,2021-03-04T10:22:00Z,,0.060][N],219,1,216,1
03856KHSV,2021-03-04T10:23:00Z,,0.060][N],213,1,209,1
03856KHSV,2021-03-04T10:24:00Z,,0.060][N],210,1,209,1
03856KHSV,2021-03-04T10:25:00Z,,0.061][N],210,1,206,1
03856KHSV,2021-03-04T10:26:00Z,,0.062][N],207,1,205,1
03856KHSV,2021-03-04T10:27:00Z,,0.063][N],205,1,211,1
