aircraft,aircraft_code,engine,power_code,description,power_1,unit_1,power_2,unit_2,power_3,unit_3,interpolation,operation_type
LIGHTNING,M45301,Avon 302C,RM4530118V,85 % RPM ENG RUNUP,85.00,% RPM,"","","","",VARIABLE,STATIC
BUCCANEER,M45401,Spey Turbojets,RM4540103F,MAX PWR A/B,100.00,% RPM,"","","","",FIXED,STATIC
BUCCANEER,M45401,Spey Turbojets,RM4540104V,MIL PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
BUCCANEER,M45401,Spey Turbojets,RM4540113V,IDLE,65.00,% RPM,"","","","",VARIABLE,STATIC
BUCCANEER,M45401,Spey Turbojets,RM4540118V,85 % RPM ENG RUNUP,85.00,% RPM,"","","","",VARIABLE,STATIC
HARRIER,M45501,Pegasus,RM4550113V,IDLE,27.00,% RPM,"","","","",VARIABLE,STATIC
HARRIER,M45501,Pegasus,RM4550124V,55 % RPM ENG RUNUP,55.00,% RPM,"","","","",VARIABLE,STATIC
HARRIER,M45501,Pegasus,RM4550126V,50 FT HOVER,98.00,% RPM,"","","","",VARIABLE,STATIC
HUNTER,M45601,Avon Turbojet,RM4560103F,MAX PWR A/B,100.00,% RPM,"","","","",FIXED,STATIC
HUNTER,M45601,Avon Turbojet,RM4560104V,MIL PWR,97.00,% RPM,"","","","",VARIABLE,STATIC
HUNTER,M45601,Avon Turbojet,RM4560113V,IDLE,53.00,% RPM,"","","","",VARIABLE,STATIC
HUNTER,M45601,Avon Turbojet,RM4560121V,70 % RPM ENG RUNUP,70.00,% RPM,"","","","",VARIABLE,STATIC
VICTOR,M45701,Conway Turbofans,RM4570107V,TRIM CHECK,97.00,% RPM,"","","","",VARIABLE,STATIC
VICTOR,M45701,Conway Turbofans,RM4570113V,IDLE,57.00,% RPM,"","","","",VARIABLE,STATIC
VICTOR,M45701,Conway Turbofans,RM4570117V,90 % RPM ENG RUNUP,90.00,% RPM,"","","","",VARIABLE,STATIC
VICTOR,M45701,Conway Turbofans,RM4570119V,80 % RPM ENG RUNUP,80.00,% RPM,"","","","",VARIABLE,STATIC
VICTOR,M45701,Conway Turbofans,RM4570121V,70 % RPM ENG RUNUP,70.00,% RPM,"","","","",VARIABLE,STATIC
VICTOR,M45701,Conway Turbofans,RM4570131V,MAX PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
VULCAN,M45801,Olynpus 301,RM4580103F,MAX PWR A/B,97.60,% RPM,"","","","",FIXED,STATIC
VULCAN,M45801,Olynpus 301,RM4580106V,INTERMED PWR (MIL),97.20,% RPM,"","","","",VARIABLE,STATIC
VULCAN,M45801,Olynpus 301,RM4580113V,IDLE,70.50,% RPM,"","","","",VARIABLE,STATIC
NIMROD,M45901,Spey Mk 511-5W,RM4590113V,IDLE,60.00,% RPM,"","","","",VARIABLE,STATIC
NIMROD,M45901,Spey Mk 511-5W,RM4590121V,80 % RPM ENG RUNUP,80.00,% RPM,"","","","",VARIABLE,STATIC
NIMROD,M45901,Spey Mk 511-5W,RM4590130V,TAKEOFF PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
VC10,M46001,Conway Turbofans,RM4600104V,MIL PWR,98.00,% RPM,"","","","",VARIABLE,STATIC
VC10,M46001,Conway Turbofans,RM4600113V,IDLE,56.50,% RPM,"","","","",VARIABLE,STATIC
VC10,M46001,Conway Turbofans,RM4600119V,94 % RPM ENG RUNUP,94.00,% RPM,"","","","",VARIABLE,STATIC
VC10,M46001,Conway Turbofans,RM4600121V,90 % RPM ENG RUNUP,90.00,% RPM,"","","","",VARIABLE,STATIC
VC10,M46001,Conway Turbofans,RM4600123V,87 % RPM ENG RUNUP,87.00,% RPM,"","","","",VARIABLE,STATIC
HAWK,M46101,RR Adour,RM4610104V,MIL PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
HAWK,M46101,RR Adour,RM4610113V,IDLE,55.00,% RPM,"","","","",VARIABLE,STATIC
HAWK,M46101,RR Adour,RM4610117V,90 % RPM ENG RUNUP,90.00,% RPM,"","","","",VARIABLE,STATIC
HAWK,M46101,RR Adour,RM4610121V,70 % RPM ENG RUNUP,70.00,% RPM,"","","","",VARIABLE,STATIC
PROVOST,M46201,Viper 202,RM4620113V,IDLE,35.00,% RPM,"","","","",VARIABLE,STATIC
PROVOST,M46201,Viper 202,RM4620125V,50 % RPM ENG RUNUP,50.00,% RPM,"","","","",VARIABLE,STATIC
PROVOST,M46201,Viper 202,RM4620131V,MAX PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
DOMINIE,M46301,Viper 521 Turbojet,RM4630104V,MIL PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
DOMINIE,M46301,Viper 521 Turbojet,RM4630113V,IDLE,41.00,% RPM,"","","","",VARIABLE,STATIC
DOMINIE,M46301,Viper 521 Turbojet,RM4630118V,85 % RPM ENG RUNUP,85.00,% RPM,"","","","",VARIABLE,STATIC
DOMINIE,M46301,Viper 521 Turbojet,RM4630120V,75 % RPM ENG RUNUP,75.00,% RPM,"","","","",VARIABLE,STATIC
CANBERRA,M46401,Avon Turbojet,RM4640113V,IDLE,61.00,% RPM,"","","","",VARIABLE,STATIC
CANBERRA,M46401,Avon Turbojet,RM4640117V,90 % RPM ENG RUNUP,90.00,% RPM,"","","","",VARIABLE,STATIC
CANBERRA,M46401,Avon Turbojet,RM4640119V,80 % RPM ENG RUNUP,80.00,% RPM,"","","","",VARIABLE,STATIC
CANBERRA,M46401,Avon Turbojet,RM4640131V,MAX PWR,94.00,% RPM,"","","","",VARIABLE,STATIC
HS748,M46501,Dart 7 Mk 535,RM4650108V,MAGNETO CHECK,72.00,% RPM,"","","","",VARIABLE,STATIC
HS748,M46501,Dart 7 Mk 535,RM4650113V,IDLE,25.00,% RPM,"","","","",VARIABLE,STATIC
HS748,M46501,Dart 7 Mk 535,RM4650131V,MAX PWR,100.00,% RPM,"","","","",VARIABLE,STATIC
HS748,M46501,Dart 7 Mk 535,RM4650136V,PROP SPEED CHECK,62.00,% RPM,"","","","",VARIABLE,STATIC
AH-1G,M61101,T53-L-13,RM6110162F,IGE LITE,1.00,POWER,"","","","",FIXED,STATIC
AH-1G,M61101,T53-L-13,RM6110164F,OGE LITE,2.00,POWER,"","","","",FIXED,STATIC
AH64,M61201,T700-GE-701,RM6120161F,IDL LITE,1.00,POWER,"","","","",FIXED,STATIC
AH64,M61201,T700-GE-701,RM6120162F,IGE LITE,2.00,POWER,"","","","",FIXED,STATIC
AH64,M61201,T700-GE-701,RM6120164F,OGE LITE,3.00,POWER,"","","","",FIXED,STATIC
CH-54,M61301,JTFD 12,RM6130162F,IGE LITE,1.00,POWER,"","","","",FIXED,STATIC
CH-54,M61301,JTFD 12,RM6130164F,OGE LITE,2.00,POWER,"","","","",FIXED,STATIC
OH58,M61401,Allison 250,RM6140162F,IGE LITE,1.00,POWER,"","","","",FIXED,STATIC
OH58,M61401,Allison 250,RM6140164F,OGE LITE,2.00,POWER,"","","","",FIXED,STATIC
OH58D,M61501,Allison 250 C30R,RM6150161F,IDL LITE,1.00,POWER,"","","","",FIXED,STATIC
OH58D,M61501,Allison 250 C30R,RM6150162F,IGE LITE,2.00,POWER,"","","","",FIXED,STATIC
OH58D,M61501,Allison 250 C30R,RM6150164F,OGE LITE,3.00,POWER,"","","","",FIXED,STATIC
TH55,M61601,Lycoming Piston,RM6160162F,IGE LITE,1.00,POWER,"","","","",FIXED,STATIC
UH-1B,M61701,T53-L-11,RM6170163F,IGE LOAD,1.00,POWER,"","","","",FIXED,STATIC
UH-1B,M61701,T53-L-11,RM6170165F,OGE LOAD,2.00,POWER,"","","","",FIXED,STATIC
UH-1M,M61801,T53-L-13,RM6180162F,IGE LITE,1.00,POWER,"","","","",FIXED,STATIC
UH-1M,M61801,T53-L-13,RM6180164F,OGE LITE,2.00,POWER,"","","","",FIXED,STATIC
CH47B,M61901,T55 Turboshafts,RM6190162F,IGE LITE,1.00,POWER,"","","","",FIXED,STATIC
CH47B,M61901,T55 Turboshafts,RM6190165F,OGE LOAD,2.00,POWER,"","","","",FIXED,STATIC
CH47D,M62001,T55-L-712,RM6200161F,IDL LITE,1.00,POWER,"","","","",FIXED,STATIC
CH47D,M62001,T55-L-712,RM6200162F,IGE LITE,2.00,POWER,"","","","",FIXED,STATIC
CH47D,M62001,T55-L-712,RM6200163F,IGE LOAD,3.00,POWER,"","","","",FIXED,STATIC
CH47D,M62001,T55-L-712,RM6200164F,OGE LITE,4.00,POWER,"","","","",FIXED,STATIC
CH47D,M62001,T55-L-712,RM6200165F,OGE LOAD,5.00,POWER,"","","","",FIXED,STATIC
UH60A,M62101,T700-CE-700,RM6210160F,IDL,1.00,POWER,"","","","",FIXED,STATIC
UH60A,M62101,T700-CE-700,RM6210162F,IGE LITE,2.00,POWER,"","","","",FIXED,STATIC
UH60A,M62101,T700-CE-700,RM6210163F,IGE LOAD,3.00,POWER,"","","","",FIXED,STATIC
UH60A,M62101,T700-CE-700,RM6210164F,OGE LITE,4.00,POWER,"","","","",FIXED,STATIC
UH60A,M62101,T700-CE-700,RM6210165F,OGE LOAD,5.00,POWER,"","","","",FIXED,STATIC
CH-53E,M62201,T64-GE-416A,RM6220160F,GND IDLE,7.00,%QQBPA,100.00,% NR,"","",FIXED,STATIC
CH-53E,M62201,T64-GE-416A,RM6220162F,IGE LITE,75.00,%QQBPA,100.20,% NR,"","",FIXED,STATIC
CH-53E,M62201,T64-GE-416A,RM6220164F,OGE LITE,85.00,%QQBPA,100.30,% NR,"","",FIXED,STATIC
CH-53E,M62201,T64-GE-416A,RM6220166F,GND MAX,21.00,%QQBPA,100.10,% NR,"","",FIXED,STATIC
CH-46E,M62301,T58-GE-16,RM6230160F,GND IDLE,15.00,%QQBPA,92.00,% NR,"","",FIXED,STATIC
CH-46E,M62301,T58-GE-16,RM6230162F,IGE LITE,72.00,%QQBPA,100.10,% NR,"","",FIXED,STATIC
CH-46E,M62301,T58-GE-16,RM6230164F,OGE LITE,75.00,%QQBPA,100.20,% NR,"","",FIXED,STATIC
CH-46E,M62301,T58-GE-16,RM6230166F,GND MAX,18.00,%QQBPA,100.00,% NR,"","",FIXED,STATIC
F-35A,M08902,F-135-PW-100,RM0890213V,Idle,12.00,% ETR,"","","","",VARIABLE,STATIC
F-35A,M08902,F-135-PW-100,RM0890225V,50% ETR,50.00,% ETR,"","","","",VARIABLE,STATIC
F-35A,M08902,F-135-PW-100,RM0890220V,75% ETR,75.00,% ETR,"","","","",VARIABLE,STATIC
F-35A,M08902,F-135-PW-100,RM0890204V,MIL PWR,100.00,% ETR,"","","","",VARIABLE,STATIC
F-35A,M08902,F-135-PW-100,RM0890203F,AB LIM,130.00,% ETR,"","","","",FIXED,STATIC
F-35A,M08902,F-135-PW-100,RM0890242F,MAX PWR A/B,150.00,% ETR,"","","","",FIXED,STATIC
F-35A,M08902,F-135-PW-100,RM0890284F,HSLT MBIT,996.00,% ETR,"","","","",FIXED,STATIC
F-35B,M08903,F-135-PW-600,RM0890313V,Idle,12.00,% ETR,"","","","",VARIABLE,STATIC
F-35B,M08903,F-135-PW-600,RM0890343V,25% ETR,25.00,% ETR,"","","","",VARIABLE,STATIC
F-35B,M08903,F-135-PW-600,RM0890325V,50% ETR,50.00,% ETR,"","","","",VARIABLE,STATIC
F-35B,M08903,F-135-PW-600,RM0890320V,75% ETR,75.00,% ETR,"","","","",VARIABLE,STATIC
F-35B,M08903,F-135-PW-600,RM0890304V,MIL PWR,100.00,% ETR,"","","","",VARIABLE,STATIC
F-35B,M08903,F-135-PW-600,RM0890303F,AB LIM,130.00,% ETR,"","","","",FIXED,STATIC
F-35B,M08903,F-135-PW-600,RM0890342F,MAX PWR A/B,150.00,% ETR,"","","","",FIXED,STATIC
F-35B,M08903,F-135-PW-600,RM0890384F,HSLT MBIT,996.00,% ETR,"","","","",FIXED,STATIC
F-35BV,M08904,F-135-PW-600,RM0890485F,PRESS DOWN,997.00,% ETR,"","","","",FIXED,STATIC
F-35BV,M08904,F-135-PW-600,RM0890486F,HOVER,998.00,% ETR,"","","","",FIXED,STATIC
A-3,M00201,J57-P-10,FM00201031V,TAKEOFF POWER,96.00,% RPM,"","","","",VARIABLE,FLIGHT
A-3,M00201,J57-P-10,FM00201051P,APPROACH POWER,89.00,% RPM,"","","","",PARALLEL,FLIGHT
A-3,M00201,J57-P-10,FM00201061V,INTERMEDIATE POWER,88.00,% RPM,"","","","",VARIABLE,FLIGHT
A-4C,M00301,J52-P-8B,FM00301031V,TAKEOFF POWER,100.00,% NC,"","","","",VARIABLE,FLIGHT
A-4C,M00301,J52-P-8B,FM00301041V,CRUISE POWER,83.00,% NC,"","","","",VARIABLE,FLIGHT
A-4C,M00301,J52-P-8B,FM00301051V,APPROACH POWER,93.00,% NC,"","","","",VARIABLE,FLIGHT
A-5C,M00401,J79-GE-8C,FM00401011F,AFTERBURNER POWER,100.00,% RPM,"","","","",FIXED,FLIGHT
A-5C,M00401,J79-GE-8C,FM00401031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
A-5C,M00401,J79-GE-8C,FM00401051V,APPROACH POWER,83.00,% RPM,"","","","",VARIABLE,FLIGHT
A-6A,M00501,J52-P-8A,FM00501031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
A-6A,M00501,J52-P-8A,FM00501051V,APPROACH POWER,95.00,% RPM,"","","","",VARIABLE,FLIGHT
A-7E,M00601,TF41-A-2,FM00601031V,TAKEOFF POWER,96.00,% NC,"","","","",VARIABLE,FLIGHT
A-7E,M00601,TF41-A-2,FM00601041V,CRUISE POWER,85.00,% NC,"","","","",VARIABLE,FLIGHT
A-7E,M00601,TF41-A-2,FM00601051P,APPROACH POWER,82.00,% NC,"","","","",PARALLEL,FLIGHT
AV-8A,M00701,F402-RR-401,FM00701031V,TAKEOFF POWER,103.50,% RPM,"","","","",VARIABLE,FLIGHT
AV-8A,M00701,F402-RR-401,FM00701041V,CRUISE POWER,75.00,% RPM,"","","","",VARIABLE,FLIGHT
AV-8A,M00701,F402-RR-401,FM00701051V,APPROACH POWER,70.00,% RPM,"","","","",VARIABLE,FLIGHT
AV-8B,M00702,F402-RR-405,FM00702031V,TAKEOFF POWER,95.00,% RPM,"","","","",VARIABLE,FLIGHT
AV-8B,M00702,F402-RR-405,FM00702051V,APPROACH POWER,84.00,% RPM,"","","","",VARIABLE,FLIGHT
AV-8B,M00702,F402-RR-405,FM00702131V,TRAFFIC PATTERN,70.00,% RPM,"","","","",VARIABLE,FLIGHT
AV-8B,M00702,F402-RR-405,FM00702171V,FLIGHT IDLE,40.00,% RPM,"","","","",VARIABLE,FLIGHT
AV-8B,M00703,F402-RR-408,FM00703031V,TAKEOFF POWER,110.00,% RPM,"","","","",VARIABLE,FLIGHT
AV-8B,M00703,F402-RR-408,FM00703231V,MAX ENDURANCE,78.00,% RPM,"","","","",VARIABLE,FLIGHT
AV-8B,M00703,F402-RR-408,FM00703041V,CRUISE POWER,99.00,% RPM,"","","","",VARIABLE,FLIGHT
AV-8B,M00703,F402-RR-408,FM00703051P,APPROACH POWER,82.00,% RPM,"","","","",PARALLEL,FLIGHT
AV-8B,M00703,F402-RR-408,FM00703031F,TAKEOFF POWER,111.00,% RPM,"","","","",FIXED,FLIGHT
AV-8B,M00703,F402-RR-408,FM00703031F,TAKEOFF POWER,111.00,% RPM,"","","","",FIXED,FLIGHT
AV-8B,M00703,F402-RR-408,FM00703231F,MAX ENDURANCE,74.00,% RPM,"","","","",FIXED,FLIGHT
AV-8B,M00703,F402-RR-408,FM00703231F,MAX ENDURANCE,80.00,% RPM,"","","","",FIXED,FLIGHT
AV-8B,M00703,F402-RR-408,FM00703163F,STOL APPROACH,95.00,% RPM,"","","","",FIXED,FLIGHT
AV-8B,M00703,F402-RR-408,FM00703163F,STOL APPROACH,107.00,% RPM,"","","","",FIXED,FLIGHT
A-10A,M00901,TF34-GE-100,FM00901051V,APPROACH POWER,5225.00,NF,86.00,% NC,"","",VARIABLE,FLIGHT
A-10A,M00901,TF34-GE-100,FM00901111V,MAX RATED THRUST,6700.00,NF,97.00,% NC,"","",VARIABLE,FLIGHT
A-10A,M00901,TF34-GE-100,FM00901121V,NORMAL RATED THRUST,6200.00,NF,93.00,% NC,"","",VARIABLE,FLIGHT
A-10A,M00901,TF34-GE-100,FM00901131V,TRAFFIC PATTERN,5325.00,NF,87.00,% NC,"","",VARIABLE,FLIGHT
A-37,M01001,J85-GE-17A,FM01001031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
A-37,M01001,J85-GE-17A,FM01001041V,CRUISE POWER,90.00,% RPM,"","","","",VARIABLE,FLIGHT
A-37,M01001,J85-GE-17A,FM01001051V,APPROACH POWER,91.00,% RPM,"","","","",VARIABLE,FLIGHT
C-123K,M01101,"R-2800-99W, J85-17",FM01101031V,TAKEOFF,2800.00,RPM,60.00,IN HG,"","",VARIABLE,FLIGHT
C-123K,M01101,"R-2800-99W, J85-17",FM01101051V,APPROACH,2400.00,RPM,27.00,IN HG,"","",VARIABLE,FLIGHT
C-123K,M01101,"R-2800-99W, J85-17",FM01101081F,TAKEOFF WITH JETS,2800.00,RPM,60.00,IN HG,"","",FIXED,FLIGHT
B-1,M01201,F101-GE-100,FM01201011F,AFTERBURNER POWER,97.50,% RPM,"","","","",FIXED,FLIGHT
B-1,M01201,F101-GE-100,FM01201041V,CRUISE POWER,89.90,% RPM,"","","","",VARIABLE,FLIGHT
B-1,M01201,F101-GE-100,FM01201051P,APPROACH POWER,90.00,% RPM,"","","","",PARALLEL,FLIGHT
B-1,M01201,F101-GE-100,FM01201141V,INTERMED POWER (MIL),98.50,% RPM,"","","","",VARIABLE,FLIGHT
B-2A,M01301,F118-GE-100,FM01301031V,TAKEOFF POWER,88.00,PLA,104.00,% NC,"","",VARIABLE,FLIGHT
B-2A,M01301,F118-GE-100,FM01301061V,INTERMEDIATE POWER,70.00,PLA,102.00,% NC,"","",VARIABLE,FLIGHT
B-2A,M01301,F118-GE-100,FM01301051V,APPROACH POWER,41.00,PLA,94.00,% NC,"","",VARIABLE,FLIGHT
B-2A,M01301,F118-GE-100,FM01301191V,FLT IDLE-200 KNOTS,21.00,PLA,79.00,% NC,"","",VARIABLE,FLIGHT
B-52B&D&E,M01401,J57-P-19W,FM01401021F,TAKEOFF POWER-WET,94.00,% RPM,2.77,EPR,"","",FIXED,FLIGHT
B-52B&D&E,M01401,J57-P-19W,FM01401031V,TAKEOFF POWER,94.00,% RPM,2.37,EPR,"","",VARIABLE,FLIGHT
B-52B&D&E,M01401,J57-P-19W,FM01401041V,CRUISE POWER,83.50,% RPM,1.48,EPR,"","",VARIABLE,FLIGHT
B-52B&D&E,M01401,J57-P-19W,FM01401051V,APPROACH POWER,86.00,% RPM,1.57,EPR,"","",VARIABLE,FLIGHT
B-52G,M01402,J57-P-43WA,FM01402021F,TAKEOFF-WET,94.00,% RPM,2.77,EPR,"","",FIXED,FLIGHT
B-52G,M01402,J57-P-43WA,FM01402031V,TAKEOFF POWER,94.00,% RPM,2.37,EPR,"","",VARIABLE,FLIGHT
B-52G,M01402,J57-P-43WA,FM01402041V,CRUISE POWER,83.50,% RPM,1.48,EPR,"","",VARIABLE,FLIGHT
B-52G,M01402,J57-P-43WA,FM01402051V,APPROACH POWER,86.00,% RPM,1.57,EPR,"","",VARIABLE,FLIGHT
B-52H,M01403,TF33-P-3,FM01403031V,TAKEOFF POWER,8200.00,LBS/HR,1.65,EPR,"","",VARIABLE,FLIGHT
B-52H,M01403,TF33-P-3,FM01403041V,CRUISE POWER,2110.00,LBS/HR,1.10,EPR,"","",VARIABLE,FLIGHT
B-52H,M01403,TF33-P-3,FM01403051V,APPROACH POWER,3965.00,LBS/HR,1.25,EPR,"","",VARIABLE,FLIGHT
B-57E&G,M01501,J65-W-5/J65-W-5D,FM01501031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
B-57E&G,M01501,J65-W-5/J65-W-5D,FM01501051V,APPROACH POWER,82.00,% RPM,"","","","",VARIABLE,FLIGHT
B-57E&G,M01501,J65-W-5/J65-W-5D,FM01501061V,INTERMEDIATE POWER,92.00,% RPM,"","","","",VARIABLE,FLIGHT
C-5A,M01601,TF39-GE-1A,FM01601031V,TAKEOFF POWER,4.90,EPR,93.00,% NF,94.00,% NC,VARIABLE,FLIGHT
C-5A,M01601,TF39-GE-1A,FM01601041V,CRUISE POWER,2.48,EPR,68.00,% NF,86.00,% NC,VARIABLE,FLIGHT
C-5A,M01601,TF39-GE-1A,FM01601051P,APPROACH POWER,3.00,EPR,70.00,% NF,84.00,% NC,PARALLEL,FLIGHT
C-5A,M01601,TF39-GE-1A,FM01601061P,INTERMEDIATE POWER,3.38,EPR,75.00,% NF,86.00,% NC,PARALLEL,FLIGHT
C-5A,M01601,TF39-GE-1A,FM01601141V,INTERMED POWER (MIL),4.00,EPR,80.00,% NF,89.00,% NC,VARIABLE,FLIGHT
C-5MX,M01602,CF6-80C2L1F,FM01602031V,TAKEOFF POWER,102.,% N1,"","","","",VARIABLE,FLIGHT
C-5MX,M01602,CF6-80C2L1F,FM01602041V,CRUISE POWER,60.0,% N1,"","","","",VARIABLE,FLIGHT
C-5MX,M01602,CF6-80C2L1F,FM01602051V,APPROACH POWER,70.0,% N1,"","","","",VARIABLE,FLIGHT
C-7A,M01701,R-2000-7M2,FM01701031V,TAKEOFF POWER,2700.00,RPM,50.00,IN HG,"","",VARIABLE,FLIGHT
C-7A,M01701,R-2000-7M2,FM01701051V,APPROACH POWER,2250.00,RPM,27.00,IN HG,"","",VARIABLE,FLIGHT
C-7A,M01701,R-2000-7M2,FM01701061V,INTERMEDIATE POWER,2550.00,RPM,35.00,IN HG,"","",VARIABLE,FLIGHT
C-9A,M01801,JT8D-9A,FM01801031V,TAKEOFF POWER,1.97,EPR,"","","","",VARIABLE,FLIGHT
C-9A,M01801,JT8D-9A,FM01801051V,APPROACH POWER,1.35,EPR,"","","","",VARIABLE,FLIGHT
C-9A,M01801,JT8D-9A,FM01801061V,INTERMEDIATE POWER,1.70,EPR,"","","","",VARIABLE,FLIGHT
C-12,M01901,PT6A-38,FM01901031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
C-12,M01901,PT6A-38,FM01901051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
C-17,M02001,F117-PW-100,FM02001041V,CRUISE POWER,86.00,% NC,1.10,EPR,23700.00,LBS/HR,VARIABLE,FLIGHT
C-17,M02001,F117-PW-100,FM02001051P,APPROACH POWER,86.00,% NC,1.14,EPR,23500.00,LBS/HR,PARALLEL,FLIGHT
C-17,M02001,F117-PW-100,FM02001061V,INTERMEDIATE POWER,92.00,% NC,1.25,EPR,42900.00,LBS/HR,VARIABLE,FLIGHT
C-17,M02001,F117-PW-100,FM02001111V,MAX RATED THRUST,95.00,% NC,1.42,EPR,58300.00,LBS/HR,VARIABLE,FLIGHT
C-17,M02001,F117-PW-100,FM02001331V,FLIGHT IDLE POWER,72.00,% NC,.95,EPR,6100.00,LBS/HR,VARIABLE,FLIGHT
C-17,M02001,F117-PW-100,FM02001341P,DERATED THRUST,92.00,% NC,1.27,EPR,40000.00,LBS/HR,PARALLEL,FLIGHT
C-18A,M02101,TF33-PW-102A,FM02101031V,TAKEOFF POWER,1.84,EPR,107.70,% RPM,"","",VARIABLE,FLIGHT
C-18A,M02101,TF33-PW-102A,FM02101041V,CRUISE POWER,1.12,EPR,75.00,% RPM,"","",VARIABLE,FLIGHT
C-18A,M02101,TF33-PW-102A,FM02101051V,APPROACH POWER,1.26,EPR,82.30,% RPM,"","",VARIABLE,FLIGHT
C-20,M02201,SPEYMK511-8,FM02201031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
C-20,M02201,SPEYMK511-8,FM02201041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
C-20,M02201,SPEYMK511-8,FM02201051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
C-21A,M02301,TFE-731-2-2B,FM02301031V,TAKEOFF POWER,96.00,% NC,817.00,C EGT,"","",VARIABLE,FLIGHT
C-21A,M02301,TFE-731-2-2B,FM02301051V,APPROACH POWER,70.40,% NC,617.00,C EGT,"","",VARIABLE,FLIGHT
C-21A,M02301,TFE-731-2-2B,FM02301061V,INTERMEDIATE POWER,80.00,% NC,679.00,C EGT,"","",VARIABLE,FLIGHT
C-21A,M02301,TFE-731-2-2B,FM02301181V,FLT IDLE-250 KNOTS,60.00,% NC,546.00,C EGT,"","",VARIABLE,FLIGHT
C-22,M02401,JT8D-7B,FM02401031V,TAKEOFF POWER,1.97,EPR,"","","","",VARIABLE,FLIGHT
C-22,M02401,JT8D-7B,FM02401051V,APPROACH POWER,1.35,EPR,"","","","",VARIABLE,FLIGHT
C-22,M02401,JT8D-7B,FM02401061V,INTERMEDIATE POWER,1.70,EPR,"","","","",VARIABLE,FLIGHT
C-23,M02501,PT6A-65AR,FM02501031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
C-23,M02501,PT6A-65AR,FM02501051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
C-118,M02601,R-2800-52W,FM02601031V,TAKEOFF POWER,2800.00,RPM,60.00,IN HG,"","",VARIABLE,FLIGHT
C-118,M02601,R-2800-52W,FM02601041V,CRUISE POWER,2000.00,RPM,32.00,IN HG,"","",VARIABLE,FLIGHT
C-118,M02601,R-2800-52W,FM02601051V,APPROACH POWER,2400.00,RPM,27.00,IN HG,"","",VARIABLE,FLIGHT
C-119L,M02701,R3350-89B,FM02701031V,TAKEOFF POWER,2900.00,RPM,39.00,IN HG,"","",VARIABLE,FLIGHT
C-119L,M02701,R3350-89B,FM02701051V,APPROACH POWER,2600.00,RPM,33.60,IN HG,"","",VARIABLE,FLIGHT
C-119L,M02701,R3350-89B,FM02701061V,INTERMEDIATE POWER,2000.00,RPM,33.50,IN HG,"","",VARIABLE,FLIGHT
C-121,M02801,R3350-93A,FM02801031V,TAKEOFF POWER,2900.00,RPM,58.00,IN HG,"","",VARIABLE,FLIGHT
C-121,M02801,R3350-93A,FM02801041V,CRUISE POWER,2350.00,RPM,33.00,IN HG,"","",VARIABLE,FLIGHT
C-121,M02801,R3350-93A,FM02801051V,APPROACH POWER,2600.00,RPM,35.00,IN HG,"","",VARIABLE,FLIGHT
C-121,M02801,R3350-93A,FM02801061P,INTERMEDIATE POWER,2350.00,RPM,40.00,IN HG,"","",PARALLEL,FLIGHT
C-130A&D,M02901,T56-A-9,FM02901031V,TAKEOFF POWER,970.00,C TIT,16800.00,IN-LBS,"","",VARIABLE,FLIGHT
C-130A&D,M02901,T56-A-9,FM02901051V,APPROACH POWER,580.00,C TIT,4000.00,IN-LBS,"","",VARIABLE,FLIGHT
C-130E,M02902,T56-A-7,FM02902031V,TAKEOFF POWER,970.00,C TIT,16800.00,IN-LBS,"","",VARIABLE,FLIGHT
C-130E,M02902,T56-A-7,FM02902051V,APPROACH POWER,580.00,C TIT,4000.00,IN-LBS,"","",VARIABLE,FLIGHT
C-130H&N&P,M02903,T56-A-15,FM02903031V,TAKEOFF POWER,970.00,C TIT,16800.00,IN-LBS,"","",VARIABLE,FLIGHT
C-130H&N&P,M02903,T56-A-15,FM02903051V,APPROACH POWER,580.00,C TIT,4000.00,IN-LBS,"","",VARIABLE,FLIGHT
C-130J,M02904,AE2100D3,FM02904031V,TAKEOFF POWER,6400.00,HP,720.00,MGT,"","",VARIABLE,FLIGHT
C-130J,M02904,AE2100D3,FM02904061V,INTERMEDIATE POWER,1400.00,HP,505.00,MGT,"","",VARIABLE,FLIGHT
