aircraft,aircraft_code,engine,power_code,description,power_1,unit_1,power_2,unit_2,power_3,unit_3,interpolation,operation_type
PUMA SA330J,M65401,Turmo 4C,FM65401241F,FLYOVER 126 KTS,126.00,KNOTS,"","","","",FIXED,FLIGHT
TWINSTAR SA355F,M65501,Allison 250 C20F,FM65501034F,TAKEOFF 63 KTS,63.10,KNOTS,"","","","",FIXED,FLIGHT
TWINSTAR SA355F,M65501,Allison 250 C20F,FM65501055F,APPROACH 63 KTS,63.00,KNOTS,"","","","",FIXED,FLIGHT
TWINSTAR SA355F,M65501,Allison 250 C20F,FM65501241F,FLYOVER 116 KTS,116.00,KNOTS,"","","","",FIXED,FLIGHT
A109,M65601,Allison 250-C20B,FM65601034F,TAKEOFF 60 KTS,60.10,KNOTS,"","","","",FIXED,FLIGHT
A109,M65601,Allison 250-C20B,FM65601055F,APPROACH 60 KTS,60.00,KNOTS,"","","","",FIXED,FLIGHT
A109,M65601,Allison 250-C20B,FM65601241F,FLYOVER 116 KTS,116.00,KNOTS,"","","","",FIXED,FLIGHT
BL212 (UH-1N),M65701,PT6T-3B,FM65701034F,TAKEOFF 53 KTS,53.00,KNOTS,"","","","",FIXED,FLIGHT
BL212 (UH-1N),M65701,PT6T-3B,FM65701055F,APPROACH 55 KTS,55.00,KNOTS,"","","","",FIXED,FLIGHT
BL212 (UH-1N),M65701,PT6T-3B,FM65701241F,FLYOVER 94 KTS,94.00,KNOTS,"","","","",FIXED,FLIGHT
BL222,M65801,LTS101-650C3,FM65801034F,TAKEOFF 65 KTS,65.10,KNOTS,"","","","",FIXED,FLIGHT
BL222,M65801,LTS101-650C3,FM65801055F,APPROACH 65 KTS,65.00,KNOTS,"","","","",FIXED,FLIGHT
BL222,M65801,LTS101-650C3,FM65801241F,FLYOVER 123 KTS,123.00,KNOTS,"","","","",FIXED,FLIGHT
CHINOOK (CH-47D),M65901,T55 Turboshafts,FM65901034F,TAKEOFF 85.1KTS,85.10,KNOTS,"","","","",FIXED,FLIGHT
CHINOOK (CH-47D),M65901,T55 Turboshafts,FM65901055F,APPROACH 85 KTS,85.00,KNOTS,"","","","",FIXED,FLIGHT
CHINOOK (CH-47D),M65901,T55 Turboshafts,FM65901241F,FLYOVER 120 KTS,120.00,KNOTS,"","","","",FIXED,FLIGHT
BOELKOW BO-105,M66001,Allison 250-C20B,FM66001034F,TAKEOFF 67 KTS,67.00,KNOTS,"","","","",FIXED,FLIGHT
BOELKOW BO-105,M66001,Allison 250-C20B,FM66001055F,APPROACH 70 KTS,70.00,KNOTS,"","","","",FIXED,FLIGHT
BOELKOW BO-105,M66001,Allison 250-C20B,FM66001241F,FLYOVER 117 KTS,117.00,KNOTS,"","","","",FIXED,FLIGHT
HU500D/E (OH-6),M66101,Allison 250-C20B,FM66101034F,TAKEOFF 62 KTS,62.10,KNOTS,"","","","",FIXED,FLIGHT
HU500D/E (OH-6),M66101,Allison 250-C20B,FM66101055F,APPROACH 62 KTS,62.00,KNOTS,"","","","",FIXED,FLIGHT
HU500D/E (OH-6),M66101,Allison 250-C20B,FM66101241F,FLYOVER 111 KTS,111.00,KNOTS,"","","","",FIXED,FLIGHT
SK61 (CH-3A),M66201,CT58-140,FM66201034F,TAKEOFF 73 KTS,73.00,KNOTS,"","","","",FIXED,FLIGHT
SK61 (CH-3A),M66201,CT58-140,FM66201055F,APPROACH 74 KTS,74.00,KNOTS,"","","","",FIXED,FLIGHT
SK61 (CH-3A),M66201,CT58-140,FM66201241F,FLYOVER 130 KTS,130.00,KNOTS,"","","","",FIXED,FLIGHT
SK65 (CH-53),M66301,T64 Turboshafts,FM66301034F,TAKEOFF 74 KTS,74.00,KNOTS,"","","","",FIXED,FLIGHT
SK65 (CH-53),M66301,T64 Turboshafts,FM66301055F,APPROACH 76 KTS,76.00,KNOTS,"","","","",FIXED,FLIGHT
SK65 (CH-53),M66301,T64 Turboshafts,FM66301241F,FLYOVER 146 KTS,146.00,KNOTS,"","","","",FIXED,FLIGHT
SK70 (UH-60A) BLACKH,M66401,T700-CE-700,FM66401034F,TAKEOFF 74 KTS,74.00,KNOTS,"","","","",FIXED,FLIGHT
SK70 (UH-60A) BLACKH,M66401,T700-CE-700,FM66401055F,APPROACH 69 KTS,69.00,KNOTS,"","","","",FIXED,FLIGHT
SK70 (UH-60A) BLACKH,M66401,T700-CE-700,FM66401241F,FLYOVER 150 KTS,150.00,KNOTS,"","","","",FIXED,FLIGHT
SK76 SPIRIT,M66501,Allison 250-C30,FM66501034F,TAKEOFF 74 KTS,74.10,KNOTS,"","","","",FIXED,FLIGHT
SK76 SPIRIT,M66501,Allison 250-C30,FM66501055F,APPROACH 74 KTS,74.00,KNOTS,"","","","",FIXED,FLIGHT
SK76 SPIRIT,M66501,Allison 250-C30,FM66501241F,FLYOVER 130 KTS,130.00,KNOTS,"","","","",FIXED,FLIGHT
B-747-100 (Q),C00101,JT9D(BLOW DOOR),FC00101031V,TAKEOFF,36000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-100 (Q),C00101,JT9D(BLOW DOOR),FC00101041V,CRUISE,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-100 (Q),C00101,JT9D(BLOW DOOR),FC00101051V,LANDING,8000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-100 (Q),C00101,JT9D(BLOW DOOR),FC00101061V,INTERMEDIATE,28000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-200 (N),C00201,JT9D(FIXED-LIP),FC00201031V,TAKEOFF,40000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-200 (N),C00201,JT9D(FIXED-LIP),FC00201041V,CRUISE,16000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-200 (N),C00201,JT9D(FIXED-LIP),FC00201051V,LANDING,8000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-200 (N),C00201,JT9D(FIXED-LIP),FC00201061V,INTERMEDIATE,32000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-100 (QN),C00301,JT9D(FIXED-LIP),FC00301031V,TAKEOFF,40000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-100 (QN),C00301,JT9D(FIXED-LIP),FC00301041V,CRUISE,16000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-100 (QN),C00301,JT9D(FIXED-LIP),FC00301051V,LANDING,8000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-100 (QN),C00301,JT9D(FIXED-LIP),FC00301061V,INTERMEDIATE,32000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-SP (N),C00401,JT9D(FIXED-LIP),FC00401031V,TAKEOFF,40000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-SP (N),C00401,JT9D(FIXED-LIP),FC00401041V,CRUISE,16000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-SP (N),C00401,JT9D(FIXED-LIP),FC00401051V,LANDING,8000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-SP (N),C00401,JT9D(FIXED-LIP),FC00401061V,INTERMEDIATE,32000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20B*,C00501,JT9D-7Q,FC00501051V,APPROACH POWER,8560.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20B*,C00501,JT9D-7Q,FC00501041V,CRUISE POWER,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20B*,C00501,JT9D-7Q,FC00501131V,TRAFFIC PATTERN,24370.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20B*,C00501,JT9D-7Q,FC00501061V,INTERMEDIATE POWER,34850.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20B*,C00501,JT9D-7Q,FC00501141V,INTERMED POWER (MIL),40240.00,LBS,"","","","",VARIABLE,FLIGHT
B-747-20B*,C00501,JT9D-7Q,FC00501031V,TAKEOFF POWER,44940.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-20 (Q),C00601,PW-JT4A (SUPP),FC00601031V,TAKEOFF,15000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-20 (Q),C00601,PW-JT4A (SUPP),FC00601051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
B-707-120 (Q),C00701,PW-JT4A (SUPP),FC00701031V,TAKEOFF,15000.00,LBS,"","","","",VARIABLE,FLIGHT
B-707-120 (Q),C00701,PW-JT4A (SUPP),FC00701051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
B-720 (Q),C00801,PW-JT4A (SUPP),FC00801031V,TAKEOFF,15000.00,LBS,"","","","",VARIABLE,FLIGHT
B-720 (Q),C00801,PW-JT4A (SUPP),FC00801051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
B-707-320B (N),C00901,PW-JT3D UNTREAT,FC00901031V,TAKEOFF,15000.00,LBS,"","","","",VARIABLE,FLIGHT
B-707-320B (N),C00901,PW-JT3D UNTREAT,FC00901051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
B-707-120B (N),C01001,PW-JT3D UNTREAT,FC01001031V,TAKEOFF,15000.00,LBS,"","","","",VARIABLE,FLIGHT
B-707-120B (N),C01001,PW-JT3D UNTREAT,FC01001051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
B-720B (N),C01101,PW-JT3D UNTREAT,FC01101031V,TAKEOFF,15000.00,LBS,"","","","",VARIABLE,FLIGHT
B-720B (N),C01101,PW-JT3D UNTREAT,FC01101051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-50 (N),C01201,PW-JT3D UNTREAT,FC01201031V,TAKEOFF,15000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-50 (N),C01201,PW-JT3D UNTREAT,FC01201051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-60 (N),C01301,PW-JT3D UNTREAT,FC01301031V,TAKEOFF,15000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-60 (N),C01301,PW-JT3D UNTREAT,FC01301051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-70 (N),C01401,CFM56 RETROFIT,FC01401031V,TAKEOFF,15500.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-70 (N),C01401,CFM56 RETROFIT,FC01401051V,LANDING,5000.00,LBS,"","","","",VARIABLE,FLIGHT
BAE-146,C01501,TF ALF-502R,FC01501031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
BAE-146,C01501,TF ALF-502R,FC01501051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
B-707-320 (QN),C01601,PW-JT3D(LINED),FC01601031V,TAKEOFF,15500.00,LBS,"","","","",VARIABLE,FLIGHT
B-707-320 (QN),C01601,PW-JT3D(LINED),FC01601041V,CRUISE,5000.00,LBS,"","","","",VARIABLE,FLIGHT
B-707-320 (QN),C01601,PW-JT3D(LINED),FC01601051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-707-320 (QN),C01601,PW-JT3D(LINED),FC01601061V,INTERMEDIATE,11000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-60 (QN),C01701,PW-JT3D(LINED),FC01701031V,TAKEOFF,15500.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-60 (QN),C01701,PW-JT3D(LINED),FC01701041V,CRUISE,5000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-60 (QN),C01701,PW-JT3D(LINED),FC01701051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-8-60 (QN),C01701,PW-JT3D(LINED),FC01701061V,INTERMEDIATE,11000.00,LBS,"","","","",VARIABLE,FLIGHT
CONCORDE,C01801,OLYMPUS 593 TJ (AB),FC01801031V,TAKEOFF,32000.00,LBS,"","","","",VARIABLE,FLIGHT
CONCORDE,C01801,OLYMPUS 593 TJ (AB),FC01801051V,LANDING,10000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-10-10,C01901,TF CF6-6D,FC01901031V,TAKEOFF,36000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-10-10,C01901,TF CF6-6D,FC01901051V,LANDING,8000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-10-30,C02001,TF CF6-50C2,FC02001031V,TAKEOFF,36000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-10-30,C02001,TF CF6-50C2,FC02001051V,LANDING,8000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-10-40,C02101,TF CF6,FC02101031V,TAKEOFF,36000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-10-40,C02101,TF CF6,FC02101051V,LANDING,8000.00,LBS,"","","","",VARIABLE,FLIGHT
L-1011,C02201,TF RB211-22B,FC02201031V,TAKEOFF,36000.00,LBS,"","","","",VARIABLE,FLIGHT
L-1011,C02201,TF RB211-22B,FC02201051V,LANDING,8000.00,LBS,"","","","",VARIABLE,FLIGHT
L-1011-500,C02301,TF RB211-224B,FC02301031V,TAKEOFF,36000.00,LBS,"","","","",VARIABLE,FLIGHT
L-1011-500,C02301,TF RB211-224B,FC02301051V,LANDING,8000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2D7 (N),C02401,JT8D(UNTREATED),FC02401031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2D7 (N),C02401,JT8D(UNTREATED),FC02401041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2D7 (N),C02401,JT8D(UNTREATED),FC02401051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-1D7 (N),C02501,JT8D(UNTREATED),FC02501031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-1D7 (N),C02501,JT8D(UNTREATED),FC02501041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-1D7 (N),C02501,JT8D(UNTREATED),FC02501051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2D15 (N),C02601,JT8D(UNTREATED),FC02601031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2D15 (N),C02601,JT8D(UNTREATED),FC02601041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2D15 (N),C02601,JT8D(UNTREATED),FC02601051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2QN9 (Q),C02701,JT8D(AC-LINED),FC02701031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2QN9 (Q),C02701,JT8D(AC-LINED),FC02701041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2QN9 (Q),C02701,JT8D(AC-LINED),FC02701051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-1QN7 (Q),C02801,JT8D(AC-LINED),FC02801031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-1QN7 (Q),C02801,JT8D(AC-LINED),FC02801041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-1QN7 (Q),C02801,JT8D(AC-LINED),FC02801051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2QN15 (Q),C02901,JT8D(AC-LINED),FC02901031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2QN15 (Q),C02901,JT8D(AC-LINED),FC02901041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2QN15 (Q),C02901,JT8D(AC-LINED),FC02901051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2D17 (Q),C03001,JT8D(AC-LINED),FC03001031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2D17 (Q),C03001,JT8D(AC-LINED),FC03001041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
B-727-2D17 (Q),C03001,JT8D(AC-LINED),FC03001051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
A-300,C03101,HIGH TB CF6-50C2,FC03101031V,TAKEOFF,40000.00,LBS,"","","","",VARIABLE,FLIGHT
A-300,C03101,HIGH TB CF6-50C2,FC03101051V,LANDING,10000.00,LBS,"","","","",VARIABLE,FLIGHT
B-767-CF6,C03201,CF6-80A/JT9D7R4,FC03201031V,TAKEOFF,38000.00,LBS,"","","","",VARIABLE,FLIGHT
B-767-CF6,C03201,CF6-80A/JT9D7R4,FC03201051V,LANDING,10000.00,LBS,"","","","",VARIABLE,FLIGHT
B-767-JT9,C03301,CF6-80A/JT9D7R4,FC03301031V,TAKEOFF,38000.00,LBS,"","","","",VARIABLE,FLIGHT
B-767-JT9,C03301,CF6-80A/JT9D7R4,FC03301051V,LANDING,10000.00,LBS,"","","","",VARIABLE,FLIGHT
A-310,C03401,HIGH TB CF6-80C2A2,FC03401031V,TAKEOFF,40000.00,LBS,"","","","",VARIABLE,FLIGHT
A-310,C03401,HIGH TB CF6-80C2A2,FC03401051V,LANDING,10000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-300 B1,C03501,CFM56-3B-1,FC03501031V,TAKEOFF,16000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-300 B1,C03501,CFM56-3B-1,FC03501051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-300 B2,C03601,CFM56-3B-2,FC03601031V,TAKEOFF,16000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-300 B2,C03601,CFM56-3B-2,FC03601051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
BAC-111,C03701,JT8D(UNTREATED),FC03701031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
BAC-111,C03701,JT8D(UNTREATED),FC03701041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
BAC-111,C03701,JT8D(UNTREATED),FC03701051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
F-28-MK2,C03801,RB183 MK555-15,FC03801031V,TAKEOFF,10000.00,LBS,"","","","",VARIABLE,FLIGHT
F-28-MK2,C03801,RB183 MK555-15,FC03801041V,CRUISE,4000.00,LBS,"","","","",VARIABLE,FLIGHT
F-28-MK2,C03801,RB183 MK555-15,FC03801051V,LANDING,2000.00,LBS,"","","","",VARIABLE,FLIGHT
F-28-MK2,C03801,RB183 MK555-15,FC03801061V,INTERMEDIATE,8000.00,LBS,"","","","",VARIABLE,FLIGHT
F-28-MK2,C03801,RB183 MK555-15,FC03801131V,TRAFFIC PATTERN,6000.00,LBS,"","","","",VARIABLE,FLIGHT
F-28-MK4,C03901,RB183 MK555-15,FC03901031V,TAKEOFF,10000.00,LBS,"","","","",VARIABLE,FLIGHT
F-28-MK4,C03901,RB183 MK555-15,FC03901041V,CRUISE,4000.00,LBS,"","","","",VARIABLE,FLIGHT
F-28-MK4,C03901,RB183 MK555-15,FC03901051V,LANDING,2000.00,LBS,"","","","",VARIABLE,FLIGHT
F-28-MK4,C03901,RB183 MK555-15,FC03901061V,INTERMEDIATE,8000.00,LBS,"","","","",VARIABLE,FLIGHT
F-28-MK4,C03901,RB183 MK555-15,FC03901131V,TRAFFIC PATTERN,6000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-30D9 (N),C04001,JT8D(UNTREATED),FC04001031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-30D9 (N),C04001,JT8D(UNTREATED),FC04001041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-30D9 (N),C04001,JT8D(UNTREATED),FC04001051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-10D7 (N),C04101,JT8D(UNTREATED),FC04101031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-10D7 (N),C04101,JT8D(UNTREATED),FC04101041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-10D7 (N),C04101,JT8D(UNTREATED),FC04101051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-D9 (N),C04201,JT8D(UNTREATED),FC04201031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-D9 (N),C04201,JT8D(UNTREATED),FC04201041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-D9 (N),C04201,JT8D(UNTREATED),FC04201051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-30QN9 (Q),C04301,JT8D(AC-LINED),FC04301031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-30QN9 (Q),C04301,JT8D(AC-LINED),FC04301041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-30QN9 (Q),C04301,JT8D(AC-LINED),FC04301051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-10QN7 (Q),C04401,JT8D(AC-LINED),FC04401031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-10QN7 (Q),C04401,JT8D(AC-LINED),FC04401041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-10QN7 (Q),C04401,JT8D(AC-LINED),FC04401051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-QN9 (Q),C04501,JT8D(AC-LINED),FC04501031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-QN9 (Q),C04501,JT8D(AC-LINED),FC04501041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-QN9 (Q),C04501,JT8D(AC-LINED),FC04501051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-50D17 (Q),C04601,JT8D(AC-LINED),FC04601031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-50D17 (Q),C04601,JT8D(AC-LINED),FC04601041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
DC-9-50D17 (Q),C04601,JT8D(AC-LINED),FC04601051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-D17 (Q),C04701,JT8D(AC-LINED),FC04701031V,TAKEOFF,14000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-D17 (Q),C04701,JT8D(AC-LINED),FC04701041V,CRUISE,6000.00,LBS,"","","","",VARIABLE,FLIGHT
B-737-D17 (Q),C04701,JT8D(AC-LINED),FC04701051V,LANDING,3000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-81,C04801,JT8D-209/217,FC04801031V,TAKEOFF,16000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-81,C04801,JT8D-209/217,FC04801041V,CRUISE,8000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-81,C04801,JT8D-209/217,FC04801051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-81,C04801,JT8D-209/217,FC04801061V,INTERMEDIATE,12000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-82,C04901,JT8D-209/217,FC04901031V,TAKEOFF,16000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-82,C04901,JT8D-209/217,FC04901041V,CRUISE,8000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-82,C04901,JT8D-209/217,FC04901051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-82,C04901,JT8D-209/217,FC04901061V,INTERMEDIATE,12000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-83,C05001,JT8D-209/217,FC05001031V,TAKEOFF,16000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-83,C05001,JT8D-209/217,FC05001041V,CRUISE,8000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-83,C05001,JT8D-209/217,FC05001051V,LANDING,4000.00,LBS,"","","","",VARIABLE,FLIGHT
MD-83,C05001,JT8D-209/217,FC05001061V,INTERMEDIATE,12000.00,LBS,"","","","",VARIABLE,FLIGHT
B-757-200-RR,C05101,RB211-535,FC05101031V,TAKEOFF,30000.00,LBS,"","","","",VARIABLE,FLIGHT
B-757-200-RR,C05101,RB211-535,FC05101041V,CRUISE,10000.00,LBS,"","","","",VARIABLE,FLIGHT
B-757-200-RR,C05101,RB211-535,FC05101051V,LANDING,5000.00,LBS,"","","","",VARIABLE,FLIGHT
B-757-200-PW*,C05201,PW2037,FC05201051V,IDLE POWER,5000.00,LBS,"","","","",VARIABLE,FLIGHT
B-757-200-PW*,C05201,PW2037,FC05201041P,APPROACH POWER,12000.00,LBS,"","","","",PARALLEL,FLIGHT
B-757-200-PW*,C05201,PW2037,FC05201131V,TRAFFIC PATTERN,13000.00,LBS,"","","","",VARIABLE,FLIGHT
B-757-200-PW*,C05201,PW2037,FC05201061V,INTERMEDIATE POWER,24000.00,LBS,"","","","",VARIABLE,FLIGHT
B-757-200-PW*,C05201,PW2037,FC05201141V,INTERMED POWER (MIL),30000.00,LBS,"","","","",VARIABLE,FLIGHT
B-757-200-PW*,C05201,PW2037,FC05201031V,TAKEOFF POWER,36000.00,LBS,"","","","",VARIABLE,FLIGHT
COMPOS BUS JET,C05301,TURBOJET & FAN,FC05301031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
COMPOS BUS JET,C05301,TURBOJET & FAN,FC05301041V,CRUISE,60.00,% RPM,"","","","",VARIABLE,FLIGHT
COMPOS BUS JET,C05301,TURBOJET & FAN,FC05301051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
LEARJET-35,C05401,TF TFE 731-2,FC05401031V,TAKEOFF,2650.00,LBS,"","","","",VARIABLE,FLIGHT
LEARJET-35,C05401,TF TFE 731-2,FC05401041V,CRUISE,1500.00,LBS,"","","","",VARIABLE,FLIGHT
LEARJET-35,C05401,TF TFE 731-2,FC05401051V,LANDING,1000.00,LBS,"","","","",VARIABLE,FLIGHT
LEARJET-25,C05501,TJ CJ610-8,FC05501031V,TAKEOFF,2600.00,LBS,"","","","",VARIABLE,FLIGHT
LEARJET-25,C05501,TJ CJ610-8,FC05501041V,CRUISE,1800.00,LBS,"","","","",VARIABLE,FLIGHT
LEARJET-25,C05501,TJ CJ610-8,FC05501051V,LANDING,700.00,LBS,"","","","",VARIABLE,FLIGHT
SABER-80,C05601,TF CF700,FC05601031V,TAKEOFF,3750.00,LBS,"","","","",VARIABLE,FLIGHT
SABER-80,C05601,TF CF700,FC05601041V,CRUISE,2500.00,LBS,"","","","",VARIABLE,FLIGHT
SABER-80,C05601,TF CF700,FC05601051V,LANDING,850.00,LBS,"","","","",VARIABLE,FLIGHT
CESSNA-500,C05701,TF JT15D-4,FC05701031V,TAKEOFF,1550.00,LBS,"","","","",VARIABLE,FLIGHT
CESSNA-500,C05701,TF JT15D-4,FC05701041V,CRUISE,600.00,LBS,"","","","",VARIABLE,FLIGHT
CESSNA-500,C05701,TF JT15D-4,FC05701051V,LANDING,300.00,LBS,"","","","",VARIABLE,FLIGHT
CESSNA-500,C05701,TF JT15D-4,FC05701061V,INTERMEDIATE,1200.00,LBS,"","","","",VARIABLE,FLIGHT
CL-600,C05801,TF ALF502L,FC05801031V,TAKEOFF,5000.00,LBS,"","","","",VARIABLE,FLIGHT
CL-600,C05801,TF ALF502L,FC05801051V,LANDING,1900.00,LBS,"","","","",VARIABLE,FLIGHT
GULF-GIIB,C05901,SPEY MK511-8,FC05901031V,TAKEOFF,10000.00,LBS,"","","","",VARIABLE,FLIGHT
GULF-GIIB,C05901,SPEY MK511-8,FC05901041V,CRUISE,4000.00,LBS,"","","","",VARIABLE,FLIGHT
GULF-GIIB,C05901,SPEY MK511-8,FC05901051V,LANDING,2000.00,LBS,"","","","",VARIABLE,FLIGHT
